idEtudiant,Architecture des Ordinateurs,Techniques de Compilation,Recherche Operationnelle,Developpement Mobile,Programmation Multimedias,Statistiques,Bases de Donnees Avancees,Reseaux Informatiques,Conception Orientee Objet,Programmation Orientee Objet,Conception des Bases de Donnees,Systeme Logique,Probabilites,Algorithmique et Structures de Donnees,Blockchain,Architecture Logicielle,Systemes Exploitation,Entrepreneuriat,Analyse Numerique,Math Pour Ingenieur,Opt 2 : Fouille de Données,Opt 9 : Big Data,Opt 10 : Developpement iOS,Opt 3 : Machine Learning-Deep Learning,Opt 6 : Business Intelligence,Opt 4 : Transactions Electroniques,Opt 1 : Cloud Computing,Opt 8 : Sécurité Informatique,Opt 5 : Réseaux IP,Opt 16 : Réseaux GSM,Opt 12 : Electronique Embarquée,Opt 13 : Système Robotique,Opt 14 : Conception des Cartes Electroniques,Opt 15 : Réseau de Capteurs Sans Fils,Opt 7 : Qualité et Test
4266,15.74,14.13,17.75,6.32,10.04,15.81,5.14,6.28,10.62,12.33,5.5,19.9,17.75,5.29,17.85,12.58,4.99,5.51,19.26,13.24,14.82,12.97,11.11,19.07,8.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4267,7.09,9.43,12,13.59,7.96,17.06,13.16,8.84,15.04,19.33,17.31,17.06,12,10.18,11.44,7.72,6.25,18.6,14.8,3.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.15,9.88,11.88,7.22,18.24
4268,3.68,18.63,8.73,14.06,8.48,3.98,5.68,12.23,12.94,18.46,13.45,15.93,8.73,10.11,13.65,19.27,15.41,13.41,4.05,17.78,-1,-1,-1,-1,-1,14.62,17.53,15.13,18.47,19.5,-1,-1,-1,-1,-1
4269,13.31,10.75,17.3,13.61,14.29,10,17.94,10.25,11.64,7.48,15.84,15.11,17.3,6.49,19.04,9.4,15.22,10.5,19.05,18.14,14.37,10.64,10.99,10.24,13.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4270,4.86,18.76,8.91,3.53,6.48,7.48,10.13,6.65,7.32,3.14,18.56,15.08,8.91,12.76,4.36,17.78,10.36,10.26,13.78,14.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.59,16,19.75,14.02,13.7
4271,12.98,11.74,9.22,19.52,14.85,4.02,19.66,7.86,9.35,11.87,16.15,10.18,9.22,5.67,17.17,14.49,4.06,8.16,17.38,11.4,-1,-1,-1,-1,-1,13.19,14.4,7.88,15.87,9.55,-1,-1,-1,-1,-1
4272,16.42,6.62,12.8,16.73,5.16,19.55,13.45,16.87,16.46,3.58,10.74,8.01,12.8,14.78,6.66,5.76,4.38,15.19,16.29,10.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.64,16.62,10.07,15.12,10.55
4273,3.09,9.16,15.75,14.74,10.39,15.17,5.26,8.07,19.42,17.1,10.52,14.57,15.75,10.73,16.31,5.79,5.91,18.77,16.89,5.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.83,8.45,9.03,8.1,11.5
4274,7.46,10.05,17.61,16.31,14.51,14.16,12.17,9.65,7.09,8.22,15.55,15.25,17.61,10.56,3.74,15.11,5.31,17.29,4.69,7.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.51,8.1,13.84,15.43,12.74
4275,9.55,17.05,13.29,10.93,6.09,3.59,16.33,9.2,17.4,6.09,7.12,8,13.29,3.82,5.9,6.31,5.43,15.93,3.87,7.49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.13,10.73,19.19,10.96,19.69
4276,5.83,11.65,17.84,16.71,3.05,12.15,15.88,13.89,4.12,14.64,4.69,12.82,17.84,4.55,4,14.48,3.73,14.27,9.67,19.48,17.94,14.33,14.91,13.33,8.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4277,7.31,10.9,10.12,10.64,12.92,15,16.48,13.75,17.08,4.18,17.8,10.15,10.12,13.93,11.72,19.6,8.25,10.05,15.9,7.91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.28,19.41,14.21,17.6,15.7
4278,6.05,12.2,8.13,14.2,12.33,10.07,4.39,13.6,15.18,18.6,11.41,5.31,8.13,15.93,19.38,7.21,19.73,17.87,10.24,5.83,-1,-1,-1,-1,-1,10.55,14.59,8.54,18,11.03,-1,-1,-1,-1,-1
4279,9.42,18.88,18.15,5.54,5.55,9.44,14.17,3.65,19.31,11.13,15.8,15.61,18.15,4.92,4.87,3.5,12.57,11.42,19.45,5.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.95,17.2,8.85,11.19,14.02
4280,19.48,16.99,14.14,9.67,15.78,5.92,9.94,4.84,11.13,13.28,9.15,5.02,14.14,13.99,3.77,12.34,3.39,13.44,18.29,16.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.24,14.23,18.27,7.49,9.66
4281,7.81,18.05,17.89,12.21,6.85,8.46,5.03,11.86,14.3,12.8,13.72,13.57,17.89,8.34,19.98,15.31,9.32,13.62,5.54,7.55,10.35,9.28,13.69,12.98,12.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4282,12.48,5.36,12.36,6.37,7.1,16.05,12.5,18.07,9.94,19.76,6.87,5.85,12.36,17.1,11,11.53,13.42,10.16,10.91,16.24,7.93,18.05,9.02,19.28,17.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4283,19.95,6.65,11.09,14.69,17.31,5.77,5.79,18.31,14.46,18.78,3.46,13.32,11.09,7.06,14.09,18.59,13.47,4.68,4.84,13.73,13.69,9.79,10.39,13.23,19.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4284,9.16,15.67,3.61,19.08,18.9,7.37,11.94,18.17,14.64,3.64,4.65,12.59,3.61,16.8,13.22,6.97,18.17,13.6,8.18,13.52,-1,-1,-1,-1,-1,18.26,7.62,14.66,14.56,16.85,-1,-1,-1,-1,-1
4285,10.27,13.84,4.29,3.19,6.76,4.3,5.47,18.62,8.82,5.69,6.61,17.82,4.29,6.25,13.03,18.35,15.29,8.63,16.88,4.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.63,7.67,14.64,17.64,14.5
4286,14.56,7.54,4.85,6.24,9.09,4.83,17.25,14.66,19.33,14.88,4.31,13.88,4.85,15.67,13.14,11.31,9.41,11.35,16.1,18.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.64,13.31,11.25,10.16,12.65
4287,4.83,19.62,6.46,3.43,10.29,18.24,9.52,12.52,4.6,7.14,14.28,13.07,6.46,19.07,18.7,3.03,8.65,8.99,5.35,12.01,14.18,8.69,16.25,15.72,19.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4288,6.47,13.45,6.75,16.07,10.16,14.57,3.26,5.74,11.11,18.32,17.34,15.2,6.75,10.08,3.04,8.91,13.26,13.94,8.3,18.45,-1,-1,-1,-1,-1,14.22,15.14,11.24,17.41,19.1,-1,-1,-1,-1,-1
4289,4.33,10.64,15.9,18.07,5.62,15.28,8.45,7.97,10.45,17.7,16.56,10.05,15.9,5.03,9.51,12.7,13.33,3.65,18.18,9.87,-1,-1,-1,-1,-1,18.45,19.77,13.11,7.01,12.06,-1,-1,-1,-1,-1
4290,9.79,8.47,4.55,16.38,19.87,7.17,9.7,10.28,18.62,17.74,11.03,19.65,4.55,17.27,16.04,4.08,8.33,11.97,6.79,15.79,8.26,12.49,14.21,7.18,10.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4291,13.39,4.08,16.41,11.26,7.94,5.02,9.67,16.76,12.11,8.91,12.11,10.47,16.41,14.54,7.5,18,12.58,15.64,7.45,16.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.32,12.79,11.12,18.52,15.7
4292,14.29,10.34,11.29,17.91,16.66,12.03,19,19.75,14.85,11.85,13.25,15.06,11.29,10.57,8.24,3.44,14.76,3.22,7.42,13.77,-1,-1,-1,-1,-1,13.53,9.72,12.81,16.71,14.87,-1,-1,-1,-1,-1
4293,16.8,4.84,5.93,5.74,16.04,11.09,9.88,3.87,10.34,4.93,8.2,17.12,5.93,5.81,19.88,8.08,19.61,14.03,17.84,7.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.67,8.24,11.72,18.95,19.35
4294,5.38,3.67,16.09,4.74,12.49,15.7,9.26,6.49,7.43,7.97,13.85,10.4,16.09,6.88,12.23,9.43,8.71,18.24,9.83,5.13,17.32,14.83,9.56,9.42,8.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4295,6.24,11.45,5.92,18.59,4.08,6.42,19.01,19.79,19.62,7.71,17.91,14.91,5.92,3.61,5.98,9.5,6.91,8.87,13.88,9.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.17,14.94,14.42,13.7,18.81
4296,15.55,14.04,11.04,17.16,12.24,13.91,11.44,18.81,15.89,4.63,13.03,9.27,11.04,9.3,11.22,6.3,12.71,3.4,15.4,17.04,-1,-1,-1,-1,-1,9.92,16.88,16.22,15.69,7.2,-1,-1,-1,-1,-1
4297,7.29,10.48,7.38,17.67,12.13,7.15,8.31,16.64,8.65,4.97,14.53,8.44,7.38,4.99,12.25,18.43,7.92,5.84,15.13,19.19,-1,-1,-1,-1,-1,14.15,12.1,8.75,9.1,9.65,-1,-1,-1,-1,-1
4298,6.38,12.87,6.79,14.43,7.9,14.79,18.52,15.27,8.85,6.01,14.58,13.83,6.79,5.39,10.21,16.51,19.22,16.63,15.41,17.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.95,8.98,17.17,15.54,14.57
4299,11.21,17.31,6.9,8.76,3.65,17.78,15.89,14.06,17.25,17.87,7.77,12.1,6.9,9.81,11.88,6,3.66,6.21,8.89,11.85,14.87,16.48,7.69,14.15,17.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4300,6.48,6.7,3.03,3.72,3.16,16.19,15.49,4.45,8.06,8.72,18.99,8.08,3.03,14.04,8.68,15.36,10.8,15.36,7.3,5.81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.35,16.27,8.83,7.83,9.39
4301,13.88,17.41,15.3,14.83,5.83,9.25,4.49,6.09,12.79,9.36,15.31,6.74,15.3,5.07,4.89,5.25,14.69,18.58,11.79,11.18,-1,-1,-1,-1,-1,16.3,16.24,15.32,13.2,13.75,-1,-1,-1,-1,-1
4302,9.87,4.58,12.29,5.01,3.83,13.18,10.09,7.08,4.54,18.65,18.22,8.9,12.29,5.64,17.09,11.93,13.95,11.77,13.59,14.36,13.46,7.18,10.6,9.84,7.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4303,13.68,17.16,11.57,11.88,16.94,12.14,3.16,4.52,3.79,14.13,11.99,9.46,11.57,14.17,16.3,15.19,11.35,17.57,9.52,17.76,19.93,7.44,12.6,18.03,16.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4304,10.5,15.27,8.77,7.61,13.56,7.28,18.74,15.83,9.32,17.91,6.32,10.99,8.77,7.46,13.57,18.7,16.45,3.63,6.02,4.57,11.67,15.22,12.26,18.1,8.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4305,19.03,12.96,13.81,6.02,14.99,14.65,4.86,8.98,5.46,14.13,5.19,10.65,13.81,9.11,7.39,17.65,16.77,16.72,18.34,11.08,10.63,10.71,13.84,17.99,11.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4306,9.25,3.58,15.12,7.47,17.69,4.43,3.15,10.89,8.82,5.62,10.43,9.86,15.12,17.23,7.46,4.12,12.09,7.95,6.27,17.79,16.37,12.41,14.62,17.96,13.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4307,10.68,14.45,18.31,4.24,19.66,15.91,10.38,15.92,16.81,8.81,7.33,8.85,18.31,3.35,16.96,17.26,11.2,16.7,14.53,9.3,12.51,16.78,15.78,16.21,19.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4308,7.61,3.16,12,17.22,18.89,15.57,9.27,9.59,6.39,5.62,17.24,9.31,12,17.79,4.39,4.8,6.73,12.53,3.52,4.64,17.01,10.25,17.73,17.34,7.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4309,9.29,13.43,16.29,8.12,17.54,5.69,18.65,7.47,17.81,15.03,9.6,17.06,16.29,10.94,13.89,6.92,16.21,18.49,13.94,4.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.89,15.61,13.38,16.59,15.36
4310,5.86,4.25,9.53,15.32,9.55,5.36,5.66,6.77,13.25,15.77,6.38,10.24,9.53,11.88,16.44,15.13,6.36,15.99,12.31,16.58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.81,15.12,13.97,19.5,11.01
4311,12,5.1,11.66,18.48,13.03,19.67,12.05,10.06,8.75,9.6,18.89,18.09,11.66,12.42,17.89,3.14,5.28,17.42,16.27,18.17,12.94,18.72,12.95,12.84,14.84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4312,14.58,10.72,11.04,3.95,17.49,16.16,14,5.2,14.11,9.88,8.25,18.47,11.04,7.08,5.09,10.93,13.69,8.37,14.24,7.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.49,17.26,15.35,7.98,16.97
4313,8.35,18.4,4.4,11.31,16.53,17.43,16.59,10.5,16.67,19.46,11.47,13.17,4.4,18.59,18,13.91,12.82,19.92,12.4,7.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.21,7.27,10.09,16.29,11.82
4314,7.86,12.99,18.85,15.36,12.65,10.79,8.22,14.33,16.6,17.91,12.26,16.86,18.85,5.91,5.79,4.41,6.01,19.74,9.56,6.68,18.98,8.84,8.14,12.48,10.86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4315,19.87,5.4,16.97,11.13,5.07,8.54,3.2,13.02,19.55,6.33,13.42,14.91,16.97,13.1,19.28,10.85,15.94,8.29,6.74,7.82,-1,-1,-1,-1,-1,17.58,19.55,9.21,14.42,18.6,-1,-1,-1,-1,-1
4316,17.02,18.24,11.21,4.12,4.65,7.61,13.53,12.18,13.25,8.86,14.77,7.95,11.21,4.82,14.37,10.86,5.49,14.15,3.9,17.37,-1,-1,-1,-1,-1,12.87,12.39,18.52,14.18,10.01,-1,-1,-1,-1,-1
4317,4.63,13.21,16.29,3.66,12.04,16.97,8.38,9.41,8.87,13.99,6.99,4.05,16.29,14.08,4.05,16.18,5.95,14.51,17.93,11.76,10.28,16.57,11.16,19.6,8.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4318,3.51,13.14,10.78,10.86,19.96,10,7.06,11.4,7.73,17.46,12.65,19.03,10.78,7.95,8.75,12.39,9.01,10.06,9.02,14.05,19.91,18.71,18.8,7.14,17.86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4319,6.92,9.59,13.17,13.73,6.52,8.56,9.33,4.61,19.1,18.14,4.38,14.49,13.17,5.79,17.68,9.21,3.95,13.54,4.29,18.93,9.08,16.72,15.73,11.58,10.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4320,6.7,8.99,8.84,3.94,15.26,19.24,18.06,13.6,15.55,17.74,15.15,3.72,8.84,11.88,19.24,6.11,16.23,7.68,18.81,9.54,8.78,16.54,13.16,10.36,9.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4321,9.11,6.23,19.36,8.33,8.45,9.83,13.79,12.61,13.15,17.9,15.28,18.1,19.36,4.67,6.32,15.32,5.2,12.92,14.49,3.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.43,8.95,15.6,16.91,11.64
4322,11.37,11.88,17.28,17.66,13.88,14.02,6.88,8.39,19.8,15.05,14.07,6.7,17.28,18.18,14.49,3.28,9.18,10,13.96,12.52,16.41,7.57,16.41,17.66,7.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4323,13.09,8.9,13.22,18.91,5.32,9.24,5.16,9.63,18.12,6.81,18.85,12.58,13.22,10.36,9.02,15.09,13.87,10.95,9.19,10.67,-1,-1,-1,-1,-1,14.95,18.84,15.4,12.5,13.34,-1,-1,-1,-1,-1
4324,9.84,16.48,8.41,8.05,15.22,5.99,4.52,8.28,14.78,16.76,16.72,7.05,8.41,4.05,4.68,5.04,5.62,5.35,6.75,12.83,-1,-1,-1,-1,-1,17.69,13.47,16.66,14.79,10.65,-1,-1,-1,-1,-1
4325,13.75,7.88,6.31,14.06,7.38,7.99,7.54,17.9,19.75,4.76,16.44,13.22,6.31,4.76,3.81,14.93,11.37,6.88,15.62,11.61,-1,-1,-1,-1,-1,12.13,8.12,17.37,19.76,18.66,-1,-1,-1,-1,-1
4326,7.93,7.67,15.32,3.78,7.57,7.04,6.23,18.86,15.28,18.36,10.71,18.15,15.32,9.05,17.47,5.87,4.68,15.21,9.34,18.67,10.08,14.13,8.06,9.6,9.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4327,16.24,6.04,6.35,3.45,16.6,4.74,14.41,19.77,16.84,13.53,3.74,6.16,6.35,10.14,17.27,17.93,4.84,7.32,7.49,16.03,8.3,18.05,12.7,19.11,17.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4328,14.32,14.11,5.35,4.97,15.5,3.23,6.15,19.01,5.47,10.46,15.24,14.92,5.35,19.73,18.55,14.59,17.46,12.49,19.7,8.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.55,7.9,15.91,9.11,11.17
4329,8.63,5.42,16.32,9.1,10.43,7.52,8.45,6.92,16.48,10.64,8.66,14.67,16.32,10.5,11.02,5.57,18.99,8.54,14.56,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.61,14.92,17.29,9.59,11.81
4330,19.5,3.46,18.18,3.69,11.31,11.51,14.55,14.8,8.06,11.15,17.56,4.11,18.18,17.58,8.19,15.82,15.37,10.97,12.8,10.75,16.38,11.46,10.19,17.36,19.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4331,17.61,14.48,12.85,15.76,19.7,8.06,6.79,12.67,4.81,10.18,12.67,4.39,12.85,10.75,4.51,14.52,13.29,6.82,4.12,3.51,-1,-1,-1,-1,-1,13.56,14.94,11.28,12.76,16.13,-1,-1,-1,-1,-1
4332,13.03,7.44,15.59,4.27,11.16,19.15,15.5,4.68,4.11,17.07,13.21,14.29,15.59,12.06,16.32,13.92,18.06,9.82,13.79,4.13,11.87,16.95,14.2,9.3,9.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4333,11.53,6.59,5,6.32,10.51,11.04,3.44,11.04,14.15,13.42,10.87,3.11,5,7.93,6.67,15.28,19,18.93,13.45,4.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.67,18.71,11.52,16.16,15.49
4334,19.89,11.16,13.86,13.36,3.97,9.62,3.45,12.87,16.68,10.56,4.02,8.84,13.86,15.26,5.6,18.83,16.73,3.84,4.7,7.7,-1,-1,-1,-1,-1,12.56,13.81,19.62,19.08,13.42,-1,-1,-1,-1,-1
4335,16.82,17.77,3.14,4.37,12.31,8.52,13.06,5.36,8.61,5.55,10.71,4.22,3.14,9.13,4.38,6.86,15.21,12.61,19,11.52,-1,-1,-1,-1,-1,19.03,13.3,13.36,14.69,7.04,-1,-1,-1,-1,-1
4336,8.53,3.77,10.17,6.88,14.85,13.85,9.14,9.12,10.72,14.73,11.67,18.71,10.17,5.35,8.61,10.07,8.47,13.34,6.61,8.84,13.5,18.42,11.91,12.77,12.82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4337,13.88,12.19,5.04,9.96,4.6,19.99,11.34,19.48,10.87,15.78,16.53,11.46,5.04,11.57,17.21,7.49,16.48,5.3,18.11,6.75,-1,-1,-1,-1,-1,9.09,18.62,18.3,19.32,16.91,-1,-1,-1,-1,-1
4338,13.69,12.72,14.19,5.43,5.88,8.91,18.15,17.72,9.67,15.99,16,19.92,14.19,14.07,13.22,18.28,16.32,18.56,6.42,6.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.59,19.73,17.72,14.73,11.93
4339,19.65,18.56,19.83,5.66,4.28,3.76,15.84,8.14,9.27,18.54,17.07,11.8,19.83,18.58,4.82,6.32,6.94,15.83,8.49,3.37,-1,-1,-1,-1,-1,14.16,17.41,10.74,17.74,12.13,-1,-1,-1,-1,-1
4340,11.11,6.65,5.09,7.32,10.89,10.82,15.66,5.84,15.27,13.27,4.27,3.28,5.09,5.85,8.37,15,8.44,16.58,18.43,14.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.79,7.89,9.13,7.11,7.07
4341,7.49,14.38,14.02,16.46,11.57,18.44,6.09,14.51,8.72,18.44,13.13,13.8,14.02,12.36,18.35,18.7,18.77,17.96,16.44,12.59,17.68,13.66,8.09,16.58,12.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4342,19.15,9.15,10.01,13.73,11.46,4.71,7.34,10.97,13.1,13.02,8.15,7.96,10.01,8.67,7.7,10.44,13.28,5.78,10.85,7.12,-1,-1,-1,-1,-1,17.96,7.24,13.94,13.92,11.76,-1,-1,-1,-1,-1
4343,4.65,17.38,16.26,9.47,19.18,18.69,9.31,16.02,11.46,6.73,9.41,3.13,16.26,19.83,13.66,16.76,17.36,14.02,15.14,18.67,11.36,9.1,9.43,10.96,14.58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4344,10.42,13.15,16.1,13.97,5.55,14.35,19,3.45,8.81,15.72,9.07,8.41,16.1,7.29,10.38,13.57,14.18,15.28,8.62,7.29,-1,-1,-1,-1,-1,14.88,17.69,9.54,19.28,9.54,-1,-1,-1,-1,-1
4345,8.02,3.5,19.58,5.98,11.17,17.84,13.25,9.21,12.41,15.69,17.53,16.51,19.58,15.24,6.22,10.9,16.85,9.74,3.48,16.53,19.08,19.16,12.18,10.91,12.17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4346,9.08,7.48,5.39,14.44,3.43,15,5.93,6.25,17.65,17.84,14.66,18.24,5.39,7.94,8.91,17.86,7.1,6.37,11.26,7.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.83,14.71,14.47,7.78,11.3
4347,10.77,14.61,19.16,6.33,15.74,3.38,9.57,7.09,11.01,3.87,19.15,16.28,19.16,12.74,6.76,11.88,11.37,4.51,6.89,16.22,-1,-1,-1,-1,-1,8.55,8.02,9.97,8.38,7.81,-1,-1,-1,-1,-1
4348,16.31,10.9,19.44,18.81,12.99,17.45,8.77,14.86,12.02,10.39,3.91,7.85,19.44,18.97,13.66,16.5,10.48,15.33,16.63,6.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.53,18.08,19.1,11.77,18.21
4349,18.39,12.65,6,11.17,7.65,11.59,3.07,6.93,8.96,16.57,13.05,10.41,6,13.23,18.22,5.44,5.06,14.14,6.15,17.63,-1,-1,-1,-1,-1,14.41,10.93,11.45,7.83,16.6,-1,-1,-1,-1,-1
4350,15.23,18.21,11.06,8.76,5.74,11.86,13.88,3.92,16.85,11.45,15.6,16.97,11.06,6.86,19.65,7.43,13.36,8.66,18.5,14.58,-1,-1,-1,-1,-1,17.46,11.14,18.38,18.32,8.08,-1,-1,-1,-1,-1
4351,6.95,6.4,3.37,3.53,19.77,19.14,17.63,6.38,13.85,11.29,6.63,10.88,3.37,4.74,5.72,9.6,8.5,8.88,3.47,4.56,18.4,13.52,19.85,13.26,17.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4352,5.59,11.07,17.14,3.98,18.46,9.36,8.01,17.73,11.59,16,17.13,6.96,17.14,12.95,5.76,9.58,15,6.66,10.94,16.26,15.05,15.47,12.85,9.67,12.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4353,6.91,9.94,8.59,15.6,10.61,13.2,15.79,9.22,11.57,18.97,16.9,19.82,8.59,17.18,7.81,17.09,12.42,11.24,17.49,9.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.87,16.01,10.81,14.11,8.66
4354,7.36,12.95,4.62,10.94,6.35,10.7,13.18,17.64,15.05,10.04,19.05,11,4.62,8.11,10.62,7.13,16.69,12.33,11.01,6.52,-1,-1,-1,-1,-1,12.99,17.35,7.25,14.59,10.09,-1,-1,-1,-1,-1
4355,7.28,8.27,8.5,18.93,3.01,18.89,19.58,9.5,9.4,4.7,5.42,13.38,8.5,14.14,15.9,3.54,15.09,8.38,4.7,16.88,-1,-1,-1,-1,-1,13.74,10.21,19.13,16.91,10.23,-1,-1,-1,-1,-1
4356,12.63,8.4,11.32,14.94,3.15,7.2,8.82,3.72,8.09,14.42,19.33,5.79,11.32,19.3,18.9,5.72,14.56,8.43,6.47,12.96,-1,-1,-1,-1,-1,12.78,18.75,10.48,11.56,18.17,-1,-1,-1,-1,-1
4357,7.01,18.76,18.85,11.24,10.17,17.19,5.61,10.29,11.76,12.2,13.93,10.82,18.85,17.49,7.74,13.08,19.05,10.63,11.34,6.54,-1,-1,-1,-1,-1,17.42,7.25,9.61,11.59,7.63,-1,-1,-1,-1,-1
4358,16.67,19.42,3.32,13.92,18.34,19.63,9.47,19.09,15.84,4.08,4.12,15.67,3.32,18.69,6.59,6.15,12.68,18.86,6.46,4.96,-1,-1,-1,-1,-1,11.58,15.78,17.38,15.12,15.04,-1,-1,-1,-1,-1
4359,8.45,14.46,8.76,13.12,15.6,19.75,19.51,11.79,17.99,3.96,11.25,4.69,8.76,3.38,14.96,12.28,18.38,6.89,11.86,13.49,-1,-1,-1,-1,-1,7.48,16,11.22,18.94,10.73,-1,-1,-1,-1,-1
4360,16.4,7.7,11.78,6.39,16.64,11.97,18.37,4.35,6.89,11.27,9.83,6.01,11.78,19.84,9.93,18.49,14.64,12.22,4.58,7.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.23,8.12,15.15,13.24,19.92
4361,4.35,11.99,17.52,11.72,17.26,18.83,5.19,9.71,19.47,13.21,19.04,3.01,17.52,14.81,15.03,14.16,14.94,17.96,8.71,11.84,7.74,15.7,9.3,14.84,17.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4362,18.45,5.66,17.39,14.49,19.31,19.21,18.5,16.47,7.15,12.25,11.52,3.36,17.39,15.27,8.78,13.41,13.15,11.61,10.6,11.15,18.81,13.44,11.37,18.94,13.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4363,15.11,13.67,15.77,15.33,15.63,10.55,9.86,10.69,10.65,5.61,5.57,14.18,15.77,6.18,19.64,16.68,4.24,12.37,9.9,18.75,17.87,12.52,9.38,13.43,16.98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4364,15.07,14.39,14.24,7.66,8.15,3.76,12.95,16.16,17.38,18.51,5.77,18.1,14.24,11.23,5.08,14.95,4.76,7.88,15.17,16.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.77,12.49,7.57,10.57,18.83
4365,11.74,16,10.3,9.41,11.17,17.8,5.29,10.88,9.51,6.01,18.15,5.86,10.3,18.75,17.35,10.13,15.6,9.13,17.05,12.71,-1,-1,-1,-1,-1,10.86,11.97,15.2,13.55,10.23,-1,-1,-1,-1,-1
4366,12.08,16.26,16.46,18.29,19.73,5.74,13.23,17.43,17.65,12.68,19.5,3.77,16.46,7.14,19.84,18.86,14.42,7.63,18.31,10.95,-1,-1,-1,-1,-1,18.43,14.73,10.06,19.78,7.02,-1,-1,-1,-1,-1
4367,13.02,19.16,8.26,9.82,10.08,9.54,15.12,16.92,18.75,20,13.57,14.46,8.26,11.14,17.44,10.68,11.99,18.49,7.79,5.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,16.08,11.33,17.34,10.72
